"","score","gene_symbol","uniprot"
"717",0.00450339297778626,"KIT","P10721"
"718",0.00449882043699198,"BMX","P51813"
"719",0.00449133355593889,"COPS5","Q92905"
"720",0.00446833534790688,"HACE1","Q8IYU2"
"721",0.00445208707644119,"PPP3R1","P63098"
"722",0.00444811387135042,"EIF4B","P23588"
"723",0.00444462207453678,"RGS16","O15492"
"724",0.00443149917790768,"CREB3L3","Q68CJ9"
"725",0.00443149917790768,"CREB3L1","Q96BA8"
"726",0.00443149917790768,"CREB3L4","Q8TEY5"
"727",0.00443149917790768,"CREB3L2","Q70SY1"
"728",0.00441902491487537,"PLAUR","Q03405"
"729",0.00440062309646542,"BTK","Q06187"
"730",0.00438324331529129,"ITGB7","P26010"
"731",0.00435564028993225,"TWIST1","Q15672"
"732",0.00435073114791856,"CREB3","O43889"
"733",0.00429957551042044,"ATF4","P18848"
"734",0.00428603207464604,"SMURF1","Q9HCE7"
"735",0.00427749853329455,"HSPA8","P11142"
"736",0.00426084925363631,"OCLN","Q16625"
"737",0.00425803015593712,"EFNB2","P52799"
"738",0.0042447149950254,"PRKCQ","Q04759"
"739",0.00423569682553253,"NGFR","P08138"
"740",0.00421683116470058,"PTP4A1","Q93096"
"741",0.00417355385390981,"TRPV1","Q8NER1"
"742",0.00416646416645623,"RASA1","P20936"
"743",0.00414774295826257,"PHB","P35232"
"744",0.00410861226188885,"GAB2","Q9UQC2"
"745",0.00404595274097858,"IRF5","Q13568"
"746",0.00404212246101785,"PPP2CA","P67775"
"747",0.00403110424584082,"GCK","P35557"
"748",0.00403110424584082,"SNIP1","Q8TAD8"
"749",0.00399823829191326,"PRKAA1","Q13131"
"750",0.00399410506450503,"AKT3","Q9Y243"
"751",0.00397808021000696,"DOK2","O60496"
"752",0.00392731229943327,"WNT1","P04628"
"753",0.00391617106152983,"TRIM24","O15164"
"754",0.00390826873674707,"PRKCE","Q02156"
"755",0.00390724346351977,"PRKCZ","Q05513"
"756",0.00387807481640436,"CREB5","Q02930"
"757",0.00387756764526986,"SIK1","P57059"
"758",0.00387386333462748,"SH2B1","Q9NRF2"
"759",0.00386072248393882,"SMYD2","Q9NRG4"
"760",0.00385181269548292,"PRKAA2","P54646"
"761",0.00383114549639823,"CAPN1","P07384"
"762",0.00382300657534601,"COL18A1","P39060"
"763",0.00379906066873866,"LCK","P06239"
"764",0.00378726162246707,"YES1","P07947"
"765",0.00377543399248256,"VRK3","Q8IV63"
"766",0.00376976197837681,"STRADA","Q7RTN6"
"767",0.00376976197837681,"MELK","Q14680"
