"","score","gene_symbol","uniprot"
"273",0.00983033780726945,"NPM1","P06748"
"274",0.00977127524864518,"CDK13","Q14004"
"275",0.00956376607206426,"CCNE1","P24864"
"276",0.00952637055631215,"RASGRF1","Q13972"
"277",0.00951981961146883,"CDCA8","Q53HL2"
"278",0.00947210845846653,"TRAF2","Q12933"
"279",0.00946716280909365,"IRF1","P10914"
"280",0.00945258008933491,"EHMT2","Q96KQ7"
"281",0.00913111325849457,"ERCC6","Q03468"
"282",0.00912026678399916,"MAPK1","P28482"
"283",0.00908517482652056,"TOPORS","Q9NS56"
"284",0.00907990563239175,"SIRT1","Q96EB6"
"285",0.00894026997482888,"ORC1","Q13415"
"286",0.00892241566506588,"ELAVL1","Q15717"
"287",0.0088677737049122,"PRKACB","P22694"
"288",0.00872149202146605,"E4F1","Q66K89"
"289",0.00870477998161506,"TNF","P01375"
"290",0.00865549268939732,"IKBKB","O14920"
"291",0.0085125933547294,"MYCN","P04198"
"292",0.00847497779549889,"CSNK1E","P49674"
"293",0.00845870125523881,"BRCA1","P38398"
"294",0.00844622812001108,"KAT5","Q92993"
"295",0.00843365756787873,"SKP2","Q13309"
"296",0.00840178727667931,"CDK9","P50750"
"297",0.00826902470828327,"PPP1R12A","O14974"
"298",0.00825848184418635,"CDK12","Q9NYV4"
"299",0.00821327152999702,"IFI16","Q16666"
"300",0.00821055019596552,"CDK6","Q00534"
"301",0.00818015253794509,"ATF1","P18846"
"302",0.00815769888451565,"MAP2K1","Q02750"
"303",0.00813114275682066,"PIK3R5","Q8WYR1"
"304",0.00809990769156301,"HDAC1","Q13547"
"305",0.00809492040659812,"BAD","Q92934"
"306",0.0080880156799135,"AGER","Q15109"
"307",0.00805621967602999,"TFAP2B","Q92481"
"308",0.00801803611252621,"ALK","Q9UM73"
"309",0.00791891041961308,"NOC2L","Q9Y3T9"
"310",0.00787554909553012,"FLII","Q13045"
"311",0.00784205544178704,"ABCB1","P08183"
"312",0.00771545936316496,"CDK3","Q00526"
"313",0.0076829375362366,"PTK2","Q05397"
"314",0.00766844988119604,"PIN1","Q13526"
"315",0.00766144744812713,"FGFR1OP","O95684"
"316",0.00762919629416125,"EPHB2","P29323"
"317",0.00758222933749949,"RRAS2","P62070"
"318",0.00756464608498398,"PAK3","O75914"
"319",0.00752098380808701,"PIK3CD","O00329"
"320",0.00749296894085884,"JUN","P05412"
"321",0.00748920493655494,"TRIM28","Q13263"
"322",0.00748121812844605,"UBE2A","P49459"
"323",0.0074746640079137,"CREBBP","Q92793"
"324",0.0074475439570303,"LASP1","Q14847"
"325",0.0073351843806596,"KMT5A","Q9NQR1"
"326",0.00721431567920833,"MAPK6","Q16659"
"327",0.00719881567802031,"PRKDC","P78527"
"328",0.0071768892600138,"MXD1","Q05195"
"329",0.00717401022172995,"TGFB1","P01137"
"330",0.0071724128793502,"TRRAP","Q9Y4A5"
"331",0.00715777357730943,"ROCK1","Q13464"
"332",0.00701373631045767,"TRAF6","Q9Y4K3"
"333",0.00700728106285315,"MYC","P01106"
"334",0.00697008047180693,"PARP1","P09874"
"335",0.00696609486634827,"PIK3CB","P42338"
"336",0.00696183387479377,"FOS","P01100"
"337",0.00695219144763353,"CREB1","P16220"
"338",0.00694571501157393,"GNAI2","P04899"
"339",0.00687490008980163,"PIK3CA","P42336"
"340",0.00685203300289138,"FGF2","P09038"
"341",0.00682534458368332,"UBE2D1","P51668"
"342",0.00681384988944531,"PDGFRB","P09619"
"343",0.00680451295618888,"TP53BP2","Q13625"
"344",0.00678247704546439,"MAPK13","O15264"
"345",0.00673132842903477,"MAPK4","P31152"
"346",0.00670314241593137,"MELK","Q14680"
"347",0.00669150341478978,"HSPA1A","P0DMV8"
"348",0.00665183272056562,"MAPK10","P53779"
"349",0.00665000852258058,"NUAK1","O60285"
"350",0.00661054833613117,"ABL1","P00519"
"351",0.00657971680055516,"APEX1","P27695"
"352",0.00652419912052409,"MITF","O75030"
"353",0.00652399698446032,"CSNK2A1","P68400"
"354",0.00648093711413518,"CDK5","Q00535"
"355",0.00647105379393631,"RPS6KB1","P23443"
"356",0.0064554432541419,"FGFR1","P11362"
"357",0.00644411744265051,"NR4A1","P22736"
"358",0.0064420117725087,"PIK3CG","P48736"
"359",0.00643148489181438,"ROS1","P08922"
"360",0.00643049345713982,"XPO1","O14980"
"361",0.00635652478178697,"WT1","P19544"
"362",0.0063467772633692,"PPP1CA","P62136"
"363",0.00631758714632098,"ERBB2","P04626"
"364",0.00628564716635147,"CDK4","P11802"
"365",0.00625106636120952,"INSR","P06213"
"366",0.00624154203482811,"AFP","P02771"
"367",0.00622980030066737,"HNRNPK","P61978"
"368",0.00621004660431493,"PAK2","Q13177"
"369",0.00618414139616123,"PPP1CC","P36873"
"370",0.00616426648165816,"MAPK12","P53778"
"371",0.00615232409878521,"GH1","P01241"
"372",0.00611803031456196,"BDNF","P23560"
"373",0.0060596958282697,"IFNG","P01579"
"374",0.00603248327449555,"MTOR","P42345"
"375",0.00602629962515266,"IQGAP1","P46940"
"376",0.00599880190730855,"RHOA","P61586"
"377",0.00599337939625012,"MAPKAPK2","P49137"
"378",0.00595341356077815,"USP7","Q93009"
"379",0.00592685629633423,"PHB","P35232"
"380",0.00586986670206949,"CDK16","Q00536"
"381",0.00584763755639076,"DDX5","P17844"
"382",0.00583246503481709,"SORT1","Q99523"
"383",0.00582814831526185,"MAPK14","Q16539"
"384",0.0057590850665942,"MUC1","P15941"
"385",0.0057543836528867,"HSPA8","P11142"
"386",0.0057543836528867,"DNAJA3","Q96EY1"
"387",0.00575054331028749,"NEK2","P51955"
"388",0.00567803358616481,"BCR","P11274"
"389",0.00565496566261399,"AKT1","P31749"
"390",0.00563097284791257,"PAK4","O96013"
"391",0.00562679026064649,"GRK5","P34947"
"392",0.00555424935667774,"FRS2","Q8WU20"
"393",0.0055425117008439,"MAP2K4","P45985"
"394",0.00552047744652312,"VHL","P40337"
"395",0.0054858239422878,"NTRK3","Q16288"
"396",0.00548356231740766,"GSK3B","P49841"
"397",0.00544113391572666,"HSP90AA1","P07900"
"398",0.00542143266037779,"RHEB","Q15382"
"399",0.00540677633091403,"GNAI1","P63096"
"400",0.00540180394301846,"MOS","P00540"
"401",0.00535604702770574,"MAML1","Q92585"
"402",0.00534636885493081,"MAPK8","P45983"
"403",0.0053449060193768,"PAK1","Q13153"
"404",0.00533589283340098,"GTSE1","Q9NYZ3"
"405",0.00528047701189796,"PRKCB","P05771"
"406",0.00526694551170798,"CD44","P16070"
"407",0.00517999331948135,"IER3","P46695"
"408",0.00517990093667111,"RAPGEF1","Q13905"
"409",0.00516362133026889,"NF1","P21359"
"410",0.00515202214430797,"SHOC2","Q9UQ13"
"411",0.00514958087906635,"CALM1","P0DP23"
"412",0.00514358871456074,"PPP2R1A","P30153"
"413",0.00512773852432396,"PRKCD","Q05655"
"414",0.00507528268789262,"GRK2","P25098"
"415",0.00506247824859517,"PPP1R13L","Q8WUF5"
"416",0.00505885490699542,"BMX","P51813"
"417",0.00505697179793391,"EFNB2","P52799"
"418",0.00505066403432409,"SRC","P12931"
"419",0.00501233133305335,"PDGFRA","P16234"
"420",0.00499336052682364,"TSC2","P49815"
"421",0.00498374795153037,"MAPK11","Q15759"
"422",0.00496246936975055,"EGF","P01133"
"423",0.00495212458004186,"SOS1","Q07889"
"424",0.00493565220367144,"CXCL12","P48061"
"425",0.00492548031923322,"NTF3","P20783"
"426",0.00491634129708332,"GSK3A","P49840"
"427",0.0048936991452162,"PRKACA","P17612"
"428",0.00484311922873795,"PDK1","Q15118"
"429",0.0048389316453795,"CALM3","P0DP25"
"430",0.0048235343969619,"GAB1","Q13480"
"431",0.00481865394828777,"RAP2A","P10114"
"432",0.00481436582473037,"ERBB3","P21860"
"433",0.0047860473052419,"PPP1R15A","O75807"
"434",0.00477025649455554,"HSPB1","P04792"
"435",0.00475991943244365,"S100A9","P06702"
"436",0.00475338287011258,"RGS16","O15492"
"437",0.0047261887038979,"PLA2G6","O60733"
"438",0.00470820631031271,"AKT2","P31751"
"439",0.00469655153487676,"IRF3","Q14653"
"440",0.00465313125309784,"NGFR","P08138"
"441",0.00462021845581935,"GRB2","P62993"
"442",0.00459055088254861,"IRF5","Q13568"
"443",0.00457679931120478,"RRAS","P10301"
"444",0.00455674820042795,"MAP2","P11137"
"445",0.00454094922579934,"SGK1","O00141"
"446",0.00450634666885914,"STK4","Q13043"
"447",0.00448599870292328,"CD40","P25942"
"448",0.00447932499911693,"EFNB3","Q15768"
"449",0.00443424141238775,"PTPN11","Q06124"
"450",0.00443143991532596,"TWIST1","Q15672"
"451",0.00441670419125417,"SOS2","Q07890"
"452",0.00440297635606494,"PRKAA1","Q13131"
"453",0.00437821836273182,"SOCS3","O14543"
"454",0.00436946592241651,"PPP2CA","P67775"
"455",0.00436861001636732,"PRKCA","P17252"
"456",0.00436730060140723,"KIT","P10721"
"457",0.00435457559357463,"CSNK1G2","P78368"
"458",0.00421851703804014,"CAPN1","P07384"
"459",0.00420430566996674,"PEBP1","P30086"
"460",0.00420347010723801,"SIK1","P57059"
"461",0.0041965210389098,"JAK2","O60674"
"462",0.00412408819988144,"IGFBP2","P18065"
"463",0.00411175024145976,"AXIN1","O15169"
"464",0.00411046111802274,"DAB2IP","Q5VWQ8"
"465",0.00409084266311628,"TFAP2A","P05549"
"466",0.00406139330798836,"SOCS1","O15524"
"467",0.00405532055511498,"BMP4","P12644"
"468",0.00405363577627205,"KRAS","P01116"
"469",0.00403812188440992,"RASGRP2","Q7LDG7"
"470",0.00402989371233964,"JAK1","P23458"
"471",0.00401799262942717,"RASA1","P20936"
"472",0.00400155573608044,"KRT1","P04264"
"473",0.00399011715628737,"SYNGAP1","Q96PV0"
"474",0.00398623294879561,"ULK1","O75385"
"475",0.0039811590277535,"PTP4A1","Q93096"
"476",0.00397009254842379,"NDRG1","Q92597"
"477",0.00394943453010116,"MAPK9","P45984"
"478",0.00393837021380249,"DLL1","O00548"
"479",0.00393764780378972,"PSEN1","P49768"
"480",0.00388086696829349,"CSNK1D","P48730"
"481",0.00386817488459059,"SH2B1","Q9NRF2"
"482",0.00386508544197435,"PRKAA2","P54646"
"483",0.00386139255161163,"CABLES2","Q9BTV7"
"484",0.00384806368550947,"MAX","P61244"
"485",0.00381522488035519,"RAP1B","P61224"
"486",0.00380157834304418,"AKT3","Q9Y243"
"487",0.0037983001789767,"CD40LG","P29965"
"488",0.0037939081583586,"GNAI3","P08754"
"489",0.00379036949110129,"VRK3","Q8IV63"
"490",0.00375093927064878,"IL2RB","P14784"
"491",0.00369235951041277,"COPS5","Q92905"
"492",0.00368640513785845,"FYN","P06241"
"493",0.00367319552243106,"VTA1","Q9NP79"
"494",0.00367319552243106,"PSMD10","O75832"
"495",0.00367262929218987,"RASSF5","Q8WWW0"
"496",0.00367030660377138,"PTK2B","Q14289"
"497",0.0036524470393459,"DYRK1A","Q13627"
"498",0.00363628741494544,"LCK","P06239"
"499",0.00361261980645741,"SMYD2","Q9NRG4"
"500",0.00360218998688397,"PIAS1","O75925"
"501",0.00358328111343591,"DAP","P51397"
"502",0.00356772563562632,"UBE3A","Q05086"
"503",0.00356184451007901,"CSNK2A2","P19784"
"504",0.00354743894059751,"BTK","Q06187"
